product_id,sku,name,category_mn,category_code,gender,season,age_min_years,age_max_years,size_label,height_min_cm,height_max_cm,weight_min_kg,weight_max_kg,color,brand,material,price_mnt,stock_qty,stock_status,description_mn
104,KID-OVE-152-0104,LittleFox комбинзон 152,комбинзон,overall,unisex,өвөл,12,14,152,152.3,157.5,39.7,54.8,минт ногоон,LittleFox,флис доторлогоотой,44700,11,байгаа,минт ногоон өнгийн unisex хүүхдийн комбинзон – дулаан доторлогоотой
105,KID-SLE-98-0105,TinyBear пижама 98,пижама,sleepwear,охин,өвөл,4,5.95,98,97.5,103.1,14.5,18.3,индиго,TinyBear,ус нэвтэрдэггүй даавуу,39200,8,байгаа,индиго өнгийн охин хүүхдийн пижама – дулаан доторлогоотой
106,KID-SET-146-0106,Zara Kids костюм 146,костюм,set,охин,өвөл,12,13.68,146,147.4,151.9,35.9,49.6,нойтон цас,Zara Kids,органик хөвөн,43100,8,байгаа,"нойтон цас өнгийн охин хүүхдийн костюм – дулаан доторлогоотой, арьсанд ээлтэй органик материалтай, өдөр тутмын эдэлгээ даахуйц"
107,KID-OVE-146-0107,BabyStar комбинзон 146,комбинзон,overall,хүү,all-season,12,13.23,146,147.8,151.9,36.2,50.0,хөх,BabyStar,ноосон холимог,60500,24,байгаа,хөх өнгийн хүү хүүхдийн комбинзон – өдөр тутмын эдэлгээ даахуйц
108,KID-SET-74-0108,GAP Kids костюм 74,костюм,set,хүү,намар,1,1.94,74,73.5,78.5,7.7,11.1,улбар шар,GAP Kids,ноосон холимог,57600,10,байгаа,улбар шар өнгийн хүү хүүхдийн костюм – өдөр тутмын эдэлгээ даахуйц
109,KID-SET-104-0109,H&M Kids костюм 104,костюм,set,хүү,өвөл,5,6.84,104,104.5,110.8,17.1,20.9,шар,H&M Kids,флис доторлогоотой,38400,17,байгаа,шар өнгийн хүү хүүхдийн костюм – дулаан доторлогоотой
110,KID-PAN-110-0110,Fivebaby өмд 110,өмд,pants,хүү,намар,6,7.06,110,110.2,116.6,19.3,23.7,шар,Fivebaby,100% хөвөн,28000,21,байгаа,шар өнгийн хүү хүүхдийн өмд
111,KID-SET-134-0111,BabyStar костюм 134,костюм,set,хүү,намар,10,10.75,134,134.7,139.4,29.9,40.0,шар,BabyStar,ноосон холимог,34000,9,байгаа,шар өнгийн хүү хүүхдийн костюм
112,KID-TOP-110-0112,MongolKids цамц 110,цамц,top,хүү,зун,5,7.15,110,110.1,116.6,19.1,24.1,крем,MongolKids,ус нэвтэрдэггүй даавуу,26100,6,байгаа,крем өнгийн хүү хүүхдийн цамц – өдөр тутмын эдэлгээ даахуйц
113,KID-OVE-110-0113,H&M Kids комбинзон 110,комбинзон,overall,хүү,өвөл,5,7.36,110,111.1,115.0,18.7,24.4,крем,H&M Kids,100% хөвөн,49100,11,байгаа,крем өнгийн хүү хүүхдийн комбинзон – дулаан доторлогоотой
114,KID-SKI-146-0114,OshKosh юбка 146,юбка,skirt,хүү,хавар,12,13.55,146,147.3,152.3,35.8,50.0,цамрай ягаан,OshKosh,ноосон холимог,21200,10,байгаа,цамрай ягаан өнгийн хүү хүүхдийн юбка
115,KID-SLE-152-0115,SoftHug пижама 152,пижама,sleepwear,охин,хавар,13,14,152,153.0,158.1,40.0,54.9,тэнгэрийн хөх,SoftHug,ноосон холимог,26600,6,байгаа,тэнгэрийн хөх өнгийн охин хүүхдийн пижама – өдөр тутмын эдэлгээ даахуйц
116,KID-LEG-74-0116,HappyCloud тирко 74,тирко,leggings,unisex,all-season,0,2.45,74,73.1,78.8,8.1,10.6,хар,HappyCloud,100% хөвөн,28800,15,байгаа,хар өнгийн unisex хүүхдийн тирко
117,KID-DRE-110-0117,GAP Kids даашинз 110,даашинз,dress,unisex,all-season,6,7.57,110,111.9,116.6,18.5,24.4,шар,GAP Kids,ус нэвтэрдэггүй даавуу,31600,15,байгаа,шар өнгийн unisex хүүхдийн даашинз – өдөр тутмын эдэлгээ даахуйц
118,KID-TOP-134-0118,Next Kids цамц 134,цамц,top,охин,all-season,9,11.14,134,134.2,140.9,29.7,39.9,цамрай ягаан,Next Kids,флис доторлогоотой,24300,15,байгаа,цамрай ягаан өнгийн охин хүүхдийн цамц – өдөр тутмын эдэлгээ даахуйц
119,KID-LEG-128-0119,Fivebaby тирко 128,тирко,leggings,unisex,хавар,8,10.38,128,128.7,133.1,28.4,36.5,дарс улаан,Fivebaby,хөвөн + полиэстер,23100,4,байгаа,дарс улаан өнгийн unisex хүүхдийн тирко
120,KID-TOP-146-0120,Zara Kids цамц 146,цамц,top,хүү,өвөл,12,12.58,146,147.4,151.7,35.9,49.7,индиго,Zara Kids,ноосон холимог,23100,13,байгаа,индиго өнгийн хүү хүүхдийн цамц – дулаан доторлогоотой
121,KID-DRE-80-0121,BabyStar даашинз 80,даашинз,dress,хүү,өвөл,0.5,2.8,80,78.4,84.7,8.8,12.1,хөх,BabyStar,ус нэвтэрдэггүй даавуу,48400,12,байгаа,хөх өнгийн хүү хүүхдийн даашинз – дулаан доторлогоотой
122,KID-PAN-122-0122,LittleFox өмд 122,өмд,pants,охин,зун,8,9.97,122,123.7,128.4,25.1,31.8,минт ногоон,LittleFox,ус нэвтэрдэггүй даавуу,38700,19,байгаа,минт ногоон өнгийн охин хүүхдийн өмд
123,KID-LEG-86-0123,Next Kids тирко 86,тирко,leggings,охин,all-season,2,3.78,86,84.0,90.2,11.2,13.8,далайн цэнхэр,Next Kids,100% хөвөн,30300,23,байгаа,далайн цэнхэр өнгийн охин хүүхдийн тирко
124,KID-OUT-74-0124,NomadBaby куртик 74,куртик,outerwear,охин,all-season,0.4,2.34,74,72.3,77.3,8.4,10.9,индиго,NomadBaby,100% хөвөн,94300,18,байгаа,индиго өнгийн охин хүүхдийн куртик – өдөр тутмын эдэлгээ даахуйц
125,KID-TOP-110-0125,LittleFox цамц 110,цамц,top,unisex,all-season,6,7.95,110,111.1,116.1,19.1,23.9,тэнгэрийн хөх,LittleFox,100% хөвөн,29900,23,байгаа,тэнгэрийн хөх өнгийн unisex хүүхдийн цамц – өдөр тутмын эдэлгээ даахуйц
126,KID-BOD-140-0126,Mothercare onesie 140,onesie,bodysuit,unisex,өвөл,10,12.3,140,141.3,145.6,32.8,45.2,улаан,Mothercare,100% хөвөн,22100,9,байгаа,улаан өнгийн unisex хүүхдийн onesie – дулаан доторлогоотой
127,KID-SLE-98-0127,Uniqlo Kids пижама 98,пижама,sleepwear,охин,өвөл,4,5.54,98,97.5,102.1,15.3,17.8,хөх,Uniqlo Kids,ноосон холимог,38800,18,байгаа,хөх өнгийн охин хүүхдийн пижама – дулаан доторлогоотой
128,KID-BOD-104-0128,RainbowCub onesie 104,onesie,bodysuit,unisex,all-season,5,6.13,104,104.5,110.7,16.7,21.1,цамрай ягаан,RainbowCub,100% хөвөн,21300,8,байгаа,цамрай ягаан өнгийн unisex хүүхдийн onesie – өдөр тутмын эдэлгээ даахуйц
129,KID-SET-140-0129,H&M Kids костюм 140,костюм,set,охин,зун,11,12.6,140,141.6,146.5,33.5,45.3,индиго,H&M Kids,органик хөвөн,50500,18,байгаа,"индиго өнгийн охин хүүхдийн костюм – арьсанд ээлтэй органик материалтай, өдөр тутмын эдэлгээ даахуйц"
130,KID-SLE-104-0130,OshKosh пижама 104,пижама,sleepwear,unisex,намар,5,6.13,104,104.3,110.0,17.3,20.7,улаан,OshKosh,100% хөвөн,39300,6,байгаа,улаан өнгийн unisex хүүхдийн пижама – өдөр тутмын эдэлгээ даахуйц
131,KID-DRE-116-0131,Fivebaby даашинз 116,даашинз,dress,хүү,хавар,7,8.88,116,116.0,122.9,21.7,27.6,далайн цэнхэр,Fivebaby,ноосон холимог,48600,10,байгаа,далайн цэнхэр өнгийн хүү хүүхдийн даашинз
132,KID-OUT-116-0132,Carter's куртик 116,куртик,outerwear,unisex,хавар,7,8.12,116,116.2,121.5,21.7,27.7,минт ногоон,Carter's,флис доторлогоотой,73100,10,байгаа,минт ногоон өнгийн unisex хүүхдийн куртик
133,KID-LEG-110-0133,HappyCloud тирко 110,тирко,leggings,unisex,намар,6,7.53,110,111.0,116.1,18.5,24.1,далайн цэнхэр,HappyCloud,хөвөн + полиэстер,22700,18,байгаа,далайн цэнхэр өнгийн unisex хүүхдийн тирко – өдөр тутмын эдэлгээ даахуйц
134,KID-BOD-122-0134,SoftHug onesie 122,onesie,bodysuit,хүү,өвөл,7,9.43,122,122.4,127.0,24.7,32.1,дарс улаан,SoftHug,100% хөвөн,26900,18,байгаа,дарс улаан өнгийн хүү хүүхдийн onesie – дулаан доторлогоотой
135,KID-SET-152-0135,LittleFox костюм 152,костюм,set,unisex,all-season,13,14,152,153.6,158.5,39.6,55.3,далайн цэнхэр,LittleFox,ус нэвтэрдэггүй даавуу,33600,11,байгаа,далайн цэнхэр өнгийн unisex хүүхдийн костюм – өдөр тутмын эдэлгээ даахуйц
136,KID-TSH-140-0136,NomadBaby футболка 140,футболка,tshirt,охин,зун,11,12.6,140,141.9,145.2,33.3,44.9,тэнгэрийн хөх,NomadBaby,ус нэвтэрдэггүй даавуу,16400,28,байгаа,тэнгэрийн хөх өнгийн охин хүүхдийн футболка
137,KID-DRE-128-0137,Uniqlo Kids даашинз 128,даашинз,dress,охин,all-season,9,9.52,128,129.0,134.2,28.4,35.7,тэнгэрийн хөх,Uniqlo Kids,флис доторлогоотой,47000,16,байгаа,тэнгэрийн хөх өнгийн охин хүүхдийн даашинз
138,KID-DRE-68-0138,RainbowCub даашинз 68,даашинз,dress,охин,намар,1,1.61,68,67.5,72.2,6.0,9.2,шар,RainbowCub,ус нэвтэрдэггүй даавуу,29400,4,байгаа,шар өнгийн охин хүүхдийн даашинз – өдөр тутмын эдэлгээ даахуйц
139,KID-DRE-56-0139,MiniStep даашинз 56,даашинз,dress,хүү,хавар,0,0.67,56,49.5,57.4,3.1,4.7,крем,MiniStep,органик хөвөн,47400,25,байгаа,крем өнгийн хүү хүүхдийн даашинз – арьсанд ээлтэй органик материалтай
140,KID-OVE-146-0140,RainbowCub комбинзон 146,комбинзон,overall,хүү,зун,12,13.46,146,147.6,152.4,36.4,50.1,улбар шар,RainbowCub,ноосон холимог,41900,13,байгаа,улбар шар өнгийн хүү хүүхдийн комбинзон
141,KID-PAN-122-0141,Uniqlo Kids өмд 122,өмд,pants,хүү,all-season,8,9.19,122,123.4,128.8,24.9,31.8,ягаан,Uniqlo Kids,ноосон холимог,38500,20,байгаа,ягаан өнгийн хүү хүүхдийн өмд
142,KID-SET-74-0142,LittleFox костюм 74,костюм,set,хүү,зун,0.5,2.6,74,73.9,77.9,7.8,11.1,улбар шар,LittleFox,100% хөвөн,55400,19,байгаа,улбар шар өнгийн хүү хүүхдийн костюм
143,KID-OVE-116-0143,Mothercare комбинзон 116,комбинзон,overall,unisex,намар,6,8.12,116,117.5,121.7,22.2,28.0,крем,Mothercare,флис доторлогоотой,45400,24,байгаа,крем өнгийн unisex хүүхдийн комбинзон – өдөр тутмын эдэлгээ даахуйц
144,KID-VES-68-0144,MongolKids жилет 68,жилет,vest,хүү,хавар,0,2.46,68,67.0,72.8,6.2,8.8,хөх,MongolKids,флис доторлогоотой,27100,20,байгаа,хөх өнгийн хүү хүүхдийн жилет
145,KID-SET-146-0145,Uniqlo Kids костюм 146,костюм,set,охин,all-season,12,13.25,146,146.3,151.2,36.1,50.0,саарал,Uniqlo Kids,хөвөн + полиэстер,57600,22,байгаа,саарал өнгийн охин хүүхдийн костюм – өдөр тутмын эдэлгээ даахуйц
146,KID-BOD-140-0146,OshKosh onesie 140,onesie,bodysuit,хүү,зун,11,11.8,140,140.7,146.0,33.2,45.3,нойтон цас,OshKosh,органик хөвөн,25300,15,байгаа,нойтон цас өнгийн хүү хүүхдийн onesie – арьсанд ээлтэй органик материалтай
147,KID-PAN-152-0147,Mothercare өмд 152,өмд,pants,охин,зун,13,14,152,152.9,157.7,40.0,55.1,шар,Mothercare,100% хөвөн,26000,24,байгаа,шар өнгийн охин хүүхдийн өмд – өдөр тутмын эдэлгээ даахуйц
148,KID-PAN-98-0148,OshKosh өмд 98,өмд,pants,охин,зун,4,4.55,98,98.9,103.6,15.4,18.1,индиго,OshKosh,ноосон холимог,23900,8,байгаа,индиго өнгийн охин хүүхдийн өмд – өдөр тутмын эдэлгээ даахуйц
149,KID-LEG-128-0149,Zara Kids тирко 128,тирко,leggings,охин,all-season,9,9.51,128,129.6,134.8,27.5,36.0,нойтон цас,Zara Kids,флис доторлогоотой,26900,15,байгаа,нойтон цас өнгийн охин хүүхдийн тирко – өдөр тутмын эдэлгээ даахуйц
150,KID-SET-68-0150,TinyBear костюм 68,костюм,set,охин,хавар,0.0,1.58,68,67.6,71.5,6.2,9.4,голт бор,TinyBear,органик хөвөн,36200,16,байгаа,голт бор өнгийн охин хүүхдийн костюм – арьсанд ээлтэй органик материалтай
151,KID-DRE-62-0151,OshKosh даашинз 62,даашинз,dress,хүү,зун,0.4,1.46,62,59.9,65.5,4.0,6.6,цагаан,OshKosh,ноосон холимог,38700,23,байгаа,цагаан өнгийн хүү хүүхдийн даашинз
152,KID-TSH-74-0152,Fivebaby футболка 74,футболка,tshirt,unisex,хавар,1,2.88,74,72.6,78.1,8.0,11.1,тэнгэрийн хөх,Fivebaby,органик хөвөн,15200,11,байгаа,тэнгэрийн хөх өнгийн unisex хүүхдийн футболка – арьсанд ээлтэй органик материалтай
153,KID-SET-116-0153,Nike Kids костюм 116,костюм,set,охин,all-season,6,8.48,116,116.2,121.7,22.3,28.1,хар,Nike Kids,хөвөн + полиэстер,37000,13,байгаа,хар өнгийн охин хүүхдийн костюм
